3.82219,0.0261102,-56.171245
3.80189,0.0302360,-54.638595
3.78477,0.0325080,-53.346035
3.76690,0.0272719,-51.99685
3.74966,0.0279856,-50.69523
3.72793,0.0277775,-49.054615
3.71085,0.0246043,-47.765075
3.69417,0.0242479,-46.505735
3.67776,0.0245092,-45.26678
3.66124,0.0250792,-44.01952
3.64582,0.0241430,-42.85531
3.63049,0.0271127,-41.697895
3.61525,0.0281340,-40.547275
3.59926,0.0284727,-39.34003
3.58280,0.0314100,-38.0973
3.56771,0.0335778,-36.958005
3.55114,0.0310136,-35.70697
3.53479,0.0357932,-34.472545
3.51823,0.0354283,-33.222265
3.49943,0.0330214,-31.802865
3.47875,0.0326126,-30.241525
3.46016,0.0319466,-28.83798
3.44367,0.0289578,-27.592985
3.42565,0.0256792,-26.232475
3.41000,0.0257493,-25.0509
3.39170,0.0277267,-23.66925
3.37589,0.0311206,-22.475595
3.36051,0.0321715,-21.314405
3.34122,0.0341339,-19.85801
3.32189,0.0319467,-18.398595
3.30594,0.0349368,-17.19437
3.28833,0.0322029,-15.864815
3.27365,0.0325468,-14.756475
3.25942,0.0352864,-13.68211
3.24334,0.0352213,-12.46807
3.22268,0.0317180,-10.90824
3.20500,0.0325338,-9.5734
3.18740,0.0265968,-8.2446
3.17036,0.0239164,-6.95808
3.15478,0.0258576,-5.78179
3.13776,0.0277197,-4.49678
3.12046,0.0278535,-3.19063
3.10226,0.0301705,-1.81653
3.08630,0.0303613,-0.61155
3.07091,0.0309589,0.550395
3.05819,0.0321929,1.510755
3.04512,0.0329152,2.49754
3.02855,0.0379743,3.748575
3.01302,0.0350153,4.92109
2.99841,0.0367056,6.024145
2.98436,0.0310602,7.08492
2.98424,0.0340316,7.09398
2.96848,0.0244584,8.28386
2.96844,0.0285266,8.28688
2.95038,0.0260924,9.65041
2.93194,0.0255579,11.04263
2.91373,0.0241527,12.417485
2.89942,0.0249150,13.49789
2.88078,0.0253507,14.90521
2.86314,0.0261263,16.23703
2.84481,0.0306483,17.620945
2.82505,0.0313768,19.112825
2.80852,0.0321650,20.36084
2.79306,0.0360615,21.52807
2.78169,0.0388021,22.386505
2.76498,0.0368153,23.64811
2.74940,0.0308112,24.8244
2.73462,0.0293991,25.94029
2.71942,0.0265986,27.08789
2.70600,0.0287417,28.1011
2.68989,0.0267197,29.317405
2.67414,0.0254986,30.50653
2.65939,0.0239659,31.620155
2.64621,0.0239056,32.615245
2.63231,0.0228294,33.664695
2.62254,0.0248021,34.40233
2.61102,0.0238825,35.27209
2.60087,0.0251646,36.038415
2.58940,0.0242315,36.9044
2.58252,0.0243204,37.42384
2.57070,0.0263070,38.31625
2.56264,0.0263596,38.92478
2.55032,0.0298666,39.85494
2.53731,0.0289745,40.837195
2.52420,0.0327606,41.827
2.51299,0.0322786,42.673355
2.49762,0.0251633,43.83379
2.49762,0.0275530,43.83379
2.48586,0.0233249,44.72167
2.48576,0.0278042,44.72922
2.47044,0.0253981,45.88588
2.45592,0.0252532,46.98214
2.44129,0.0267917,48.086705
2.42822,0.0242460,49.07349
2.41618,0.0248338,49.98251
2.40171,0.0233319,51.074995
2.38919,0.0238280,52.020255
2.37664,0.0233662,52.96778
2.36275,0.0223059,54.016475
2.35198,0.0225280,54.82961
2.34017,0.0214787,55.721265
2.33318,0.0178342,56.24901
