8.7,0.2,8.91,0.2
10.4,0.2,12.2,0.2
12.1,0.2,16.2,0.2
14.3,0.2,21.9,0.2
16.8,0.3,31.3,0.3
18.5,0.5,37.5,0.5
21,0.5,48.1,0.5
22.5,0.5,54.4,0.5
25.5,0.5,66.3,0.5
27.5,0.5,75,0.5
29,1,82,1
33,1,96,1
38,1,111,1
43,1,128,1
52,1,150,1
80,2,206,3
107,2,244,3
168,2,284,3
272,2,325,3
415,5,337,6
770,10,364,6
