150.3,0.2,1325,0.2,148.8,1311.8
169.1,0.2,1381.4,0.2,167.4,1367.6
190.9,0.2,1487.5,0.2,189,1472.6
210.3,0.2,1558.9,0.2,208.2,1543.3
230.9,0.2,1629.7,0.2,228.6,1613.4
250.2,0.2,1688.5,0.2,247.7,1671.6
