9830,0.188728702,0.001334513,11
9000,0.05,0.000353553,73
9210,0.065625,0.000464039,71
9400,0.086,0.000608112,65
9600,0.128875,0.000911284,47
9720,0.163252241,0.001154368,33
9930,0.186666667,0.001319933,-14
10030,0.164133333,0.001160598,-32
10120,0.13968254,0.000987705,-44
10230,0.115465269,0.000816463,-55
10350,0.099868938,0.00070618,-60
13000,0.020870679,0.000147578,-88
8500,0.033625,0.000237765,80
