150.8,0.2,1092.7,0.2,149.3,1081.8
170.5,0.2,1148.5,0.2,168.8,1137.0
190,0.2,1217.1,0.2,188.1,1204.9
209.4,0.2,1268.8,0.2,207.3,1256.1
230.4,0.2,1327,0.2,228.1,1313.7
250,0.2,1386.7,0.2,247.5,1372.8
