150,0.2,962.5,0.2,148.5,952.875
170.6,0.2,1022.4,0.2,168.9,1012.176
190.3,0.2,1080.5,0.2,188.4,1069.695
210,0.2,1133.9,0.2,207.9,1122.561
230.6,0.2,1199.3,0.2,228.3,1187.307
250,0.2,1257.7,0.2,247.5,1245.123
